ACC_ID	PDB_Structures
P60866	6olz_BU,6g5i_U,5vyc_U1,7a09_h,5flx_U,4v6x_AU,6zuo_U,6ip5_21,8pj1_h,6ole_SU,8xxl_SU,7xny_SU,6z6m_SU,8jdl_AG,5vyc_U2,9bln_h,8g60_SU,6zv6_U,6zm7_SU,6zvh_U,5a2q_U,7qp6_h,8jdj_AG,8yop_SU,6zxf_U,6z6n_SU,6ybs_h,8yoo_SU,8xsx_SU,8y0x_SU,6zol_U,8pj3_h,7xnx_SU,6zlw_V,7k5i_U,6g51_U,6zxd_U,6zn5_V,6olf_SU,9bkd_h,8xsz_SU,6qzp_SU,8pj5_h,8ife_21,6fec_h,6y2l_SU,8ifd_21,6ip8_21,7qp7_h,8g61_SU,8glp_SU,8xsy_SU,6zp4_h,6y57_SU,6zmo_SU,8jdk_AG,8pj4_h,6zme_SU,6zvj_h,4ug0_SU,6y0g_SU,8jdm_AG,7tql_V,6z6l_SU,8xxm_SU,8y0w_SU,8xxn_SU,5lks_SU,8g5y_SU,6olg_BU,5oa3_U,6xa1_SU,8qoi_SU,6zxe_U,5t2c_AB,6zxg_U,6om7_SU,6zmw_h,7r4x_U,6g5h_U,5vyc_U5,6ip6_21,8pj6_h,6zmt_V,5vyc_U6,8g6j_SU,8pj2_h,6g53_U,8t4s_U,5aj0_BU,8oz0_w,6om0_SU,6oli_SU,8ppl_AU,6zxh_U,8ppk_U,6zon_h,5vyc_U3,6zmi_SU,5vyc_U4,8k2c_SU,6zoj_U
O00308	5tj8_A,5tj7_B,5tjq_A,5tj7_C,8ei5_B,8ei5_D,8ei5_A,5tj7_D,9eqh_A,8ei7_A,8ei5_C,8ei8_A,8ei7_B,8ei6_A,8ei6_B,5tj7_A,6rss_A
P11388	6zy7_B,6zy5_A,6zy6_A,6zy6_B,5gwk_B,6zy8_B,6zy5_B,1zxn_D,1zxn_C,1zxm_B,1zxm_A,1zxn_A,4r1f_C,4r1f_A,4r1f_B,4r1f_D,1zxn_B
P13349	7z5i_B,7z5i_A,7z5k_A,7z5k_B
O35956	8bvt_A,8sdu_A,8bvr_A,8sdz_A,8bvs_A
Q9UHY7	1zs9_A,1yns_A
Q99K70	5x6v_G
O14678	6jbj_A
P16152	3bhj_A,4z3d_B,2pfg_A,4z3d_C,4z3d_D,1wma_A,3bhm_A,3bhi_A,4z3d_A
Q96JP5	2m9a_A
Q07890	8t5g_A,8t5m_A,8t5r_A,6eie_A,8uc9_A
P43034	8dyu_C,7mt1_A,8fdu_C,8ptk_3,8ptk_2,8pqz_C,8pqz_K,8fdt_C,8fdu_B,8pqz_L,8pqw_B,8pqz_B,8fdt_B,8dyu_B,8pqw_D,8pqz_D,8pqw_C,8pqy_B,8pqy_C,8ptk_1,8pqw_E,8dyv_B,8ptk_4,8pqz_E
Q00536	3mtl_A,5g6v_B,5g6v_A
Q9NPG1	8jhi_R
Q99ML1	2vof_D,2vof_B,2roc_B
Q9H5F2	7ung_I1,8j07_5M,8j07_5L
Q9UMN6	4pzi_A,7bre_B,7bre_E
Q5VTE6	6rw0_A
Q63009	1or8_A,1ori_A,1orh_A,3q7e_A
Q06481	5jbt_Y,5tpt_A,5tpt_B,8rq6_A
Q8WXH0	6xf1_C,6xf1_A,4dxs_B
P51677	7x9y_R
Q9NVJ2	8jca_A,8jc5_B,8jc5_A,2al7_A
P30050	8flb_BA,8fkw_BA,4v6x_CK,6zmo_Lt,5a8l_G,8xsy_Lt,8ir1_y,6zme_Lt,8ine_y,8fky_BA,8fku_BA,8xsx_LK,8fks_BA,8g5z_LK,8fl6_BA,8idt_y,8g60_LK,8g6j_LK,6zm7_Lt,8fkr_BA,8ipx_y,8xsz_Lt,8yop_Lt,8yoo_Lt,8fkv_BA,8flc_BA,8idy_y,8fl4_BA,8fl9_BA,8fl7_BA,6olg_Aq,8fkx_BA,8k2c_Lt,8fl2_BA,8ir3_y,8inf_y,8fl3_BA,8ink_y,8fla_BA,6zmi_Lt,8fl0_BA,8ipy_y,7vb2_A,8ipd_y,8fkz_BA,8fkt_BA,5aj0_Aq
Q00975	7vfs_A,7vfw_A,7mix_A,2lcm_A
Q86WV1	1u5d_D,1u5d_A,1u5d_B,1u5d_C
Q9BVQ7	8rhn_P,8rhn_J,8rhn_I,8rhn_O
P33176	5lt2_D,1mkj_A,1bg2_A,8ixe_q,8ixf_T,8ixa_V,8ixe_l,8ixf_X,4lnu_K,8ixg_h,8ixf_U,8ixf_Y,8ixd_X,5lt3_A,8ixe_h,5lt4_K,8ixb_k,8ixe_p,5lt3_D,5lt4_B,5lt1_A,8ixd_W,5lt2_K,8ixa_X,8ixa_T,8ixa_W,8ixd_V,8ixf_S,8ixf_W,8ixa_a,8ixa_U,5lt4_A,4hna_K,8ixa_S,8ixb_g,3j8y_K,5lt1_B,8ixf_V,5lt2_A,3j8x_K,8ixd_a,8ixd_U,5lt3_E,8ixg_p,8ixf_Z,8ixg_l,8ixg_q,8ixb_l,8ixd_T,8ixb_m,7rik_A,5lt4_D,6ojq_K,5lt0_A,5lt3_C,8ixd_Y,2p4n_K,5lt4_E,8ixd_S,5lt2_B,5lt3_K,5lt4_C,8ixa_Z,5lt2_E,5lt2_C,8ixa_Y,5lt3_B,8ixf_a,8ixd_Z
Q9H7P6	3tow_A
Q60932	7tcv_XXX,3emn_X,4c69_X,7kuh_X
P15428	8cwl_B,2gdz_A,8fd8_B,8cvn_A,8cwl_A,8cvn_B
Q9P2D1	2ckc_A,2v0e_A,2v0f_A
P08046	1f2i_G,1a1g_A,1f2i_L,1a1k_A,1aay_A,1a1l_A,1a1h_A,1p47_B,1jk1_A,1g2f_C,1f2i_I,1a1i_A,1g2d_F,1jk2_A,1f2i_K,1f2i_H,1zaa_C,1g2f_F,1a1f_A,1g2d_C,1f2i_J,1p47_A,1a1j_A
Q6DKI1	8fld_SI,8fl3_SI,8fle_SI,8ipy_1,8fl2_SI,8fky_SI,8fkw_SI,8ine_3,8fl7_SI,8fkv_SI,8fkq_SI,8fla_SI,8fkp_SI,8inf_3,8fl6_SI,8ir3_3,8fl4_SI,8ipx_1,8fks_SI,8fkx_SI,8flb_SI,8fkz_SI,8fkt_SI,8fkr_SI,8fku_SI
O75771	8gbj_D,8ouy_C,2kz3_A,8faz_D,8ouz_C
Q9Y5Q6	2kbc_B,2k1v_A,2kbc_A
Q9Y243	2x18_A,2x18_F,2x18_G,2x18_C,2x18_H,2x18_E,2x18_B,2x18_D
Q3U8K7	4bup_B
Q3KRA9	7vjv_A
P11279	8ath_A,8ath_B
Q04446	5clw_C,5clw_A,5clt_B,4bzy_B,5clt_A,4bzy_A,4bzy_C,5clt_C,5clw_B
P15390	5jr0_A
P10321	5w69_A,6jto_A,5w69_C,6pag_A,6pa1_E,5w6a_A,1qqd_A,1im9_E,1efx_A,6pa1_A,5w6a_C,4nt6_A,5vge_A,5vgd_A,5w69_G,5w67_A,5w69_E,1im9_A
Q12756	4uxp_C,8utv_K,8utq_K,8utp_N,4uxs_C,4uxr_C,8utn_K,8uty_N,8uty_K,8uto_K,8utn_N,8utt_K,8uts_K,8utu_K,8utr_K,4uxo_C,8utt_N,8utp_K,8uto_N,8utw_K,4ejq_B,4egx_C,4egx_B,4egx_A,4egx_D,4ejq_G,4ejq_E,4ejq_F,4ejq_C,4ejq_A,4ejq_H,4ejq_D
Q8N5K1	4ooa_B,7p0p_C,4ooa_E,4oo7_B,4ooa_F,3fnv_B,4ooa_D,7p0p_D,7p0p_A,3fnv_A,4oo7_A,4ooa_C,4ooa_A,7p0p_B
P04631	1qlk_A,1b4c_A,1b4c_B,1sym_B,1mwn_A,1sym_A,2k7o_A,1xyd_B,1dt7_A,1dt7_B,1mwn_B,2k7o_B,1xyd_A,1qlk_B
O00175	1eih_A,1eig_A
Q86YC2	7s4a_D,7s4a_B,2w18_A,3eu7_A
Q8WTT0	4zet_B,3wbr_B,3wbr_D,4zet_A,3wbr_H,3wbr_E,3wbr_A,4zes_B,3wbr_G,3wbq_A,4zes_A,3wbr_C,3wbp_B,3wbp_A,3wbr_F,3wbq_B
Q08623	3l5k_A
Q8WUQ7	7w5a_Z,8c6j_F,7w5b_Z,9fmd_F,6qdv_F
P08133	1m9i_A
Q8TDB6	8r79_B,8r79_D,8r79_A,8r79_C,3pg6_B,3pg6_C,3pg6_D,3pg6_A
P30046	7mse_A,8vfo_A,1dpt_A,8vfn_B,7mrv_A,8vg5_D,8vfk_A,3kan_B,7mse_B,6c5f_C,7mru_A,8vdy_H,3kan_C,8vdy_G,8vdy_J,8vfl_C,8vfn_A,8vfl_B,8vfk_B,1dpt_C,7mse_C,7mw7_A,8vg8_A,8vg5_A,8vfw_A,8vdy_F,7mru_B,8vdy_B,8dbb_A,8vg5_B,8vfk_C,7mru_C,1dpt_B,4q3f_B,6c5f_B,8vfw_C,8vdy_C,8vfn_C,3kan_A,8vdy_I,8vdy_E,8vg5_C,8dbb_B,8vdy_K,8vfl_A,8vfw_D,8vfw_B,4q3f_A,4q3f_C,8dbb_C,8vdy_A,6c5f_A,8vdy_L,8vg7_A,8vdy_D
P42679	1x6g_A,1jwo_A,3us4_A
P15374	6qml_A,1xd3_C,7yv4_A,1uch_A,6isu_A,1xd3_A,6qml_D
Q15121	4iz5_F,6p6b_A,4iz5_H,4iza_B,6p6c_A
Q9H3H5	6bw5_A,6bw6_C,5o5e_A,6bw6_A,6bw5_C,6bw5_B,6fwz_A,6bw5_D,6fm9_A,5lev_A,6bw6_B,6bw6_D
P49888	1hy3_A,4jvn_A,4jvm_A,4jvn_B,4jvl_B,4jvm_B,1g3m_A,1hy3_B,4jvl_A,1g3m_B
Q05086	8jro_A,1d5f_A,1c4z_A,1d5f_B,8jrp_C,8r1g_D,1c4z_B,1d5f_C,8jrr_A,8r1f_A,8jrq_C,8jrn_C,1c4z_C,6u19_B,8enp_A,8ept_A,2kr1_A,7qpb_B,7qpb_D,7qpb_C,7qpb_A,6tgk_C
P60670	2pjh_A
Q96JP2	2dlp_A
P50613	8p79_J,1ua2_D,8r9b_A,1ua2_B,1ua2_A,7ena_8,8p75_J,8r9b_B,8pyr_A,8p74_J,7egc_8,8p72_J,7b5o_J,8orm_J,8p76_J,8r9a_A,8pyr_E,8p71_J,7enc_8,6o9l_8,8byq_8,6xd3_J,8p6v_J,8gxs_HI,1ua2_C,8p6w_J,8r9s_A,8p77_J,8gxq_HI,8p6y_J,8r9s_B,8r9u_B,8r9o_A,8plz_J,8p6z_J,8p4z_B,8p73_J,8bvw_8,8r9u_A,7nvr_8,8r9o_B,7egb_8,7b5q_J,8p70_J,8p78_J,8p4z_A,6xbz_J,8p7l_J,8p6x_J,8r99_A,8r9b_D,7lbm_e
P51159	6huf_I,6huf_M,6huf_N,6huf_O,6huf_L,6huf_G,6huf_E,6huf_K,6huf_D,6huf_B,6huf_H,6huf_C,6huf_F,6huf_A,6huf_J,6huf_P
O00631	1jdm_A
P21283	7unf_C,6wm4_O,7u4t_O,6wm2_O,6wm3_O
P43354	7wnh_A,7wnh_D,6dda_B,8cyo_A,6dda_C,5yd6_B,7wnh_C,1ovl_A,1ovl_E,1ovl_C,5yd6_A,5yd6_D,5y41_A,7wnh_B,1ovl_B,5y41_B,1ovl_D,5yd6_C,1ovl_F,8cyo_B,6dda_A,6l6q_A,6l6l_B,6l6q_B,6l6l_A
Q61188	2qxv_B
P03888	8ca3_H,7ak5_H,6zr2_H,8rgq_H,8om1_H,8c2s_H,8rgp_H,6g2j_H,7ak6_H,8ca5_H,8pw7_H1,8rgr_H,7psa_H,6g72_H,8rgt_H,8pw5_H1,6ztq_H,7b93_H,8olt_H,8pw6_H1
Q9UI17	5l46_A,5l46_B
P04233	8vrw_C,8vsp_F,8vsp_I,1iie_B,8vrw_F,8vrw_I,1iie_C,8vsp_C,1iie_A,1l3h_A,1icf_J,1icf_I
O14777	2igp_A,8g0p_A
P05386	2lbf_A,4v6x_Cs,4v6x_Ct,4beh_A
Q9P2T1	2bzn_G,2a7r_A,2a7r_D,2bzn_B,2bzn_A,2bzn_D,2a7r_B,2c6q_H,2c6q_C,2c6q_G,2bzn_E,2c6q_E,2c6q_A,2bzn_H,2bzn_F,2c6q_D,2bzn_C,2a7r_C,2c6q_B,2c6q_F
O89100	1r1s_E,1r1p_A,1r1s_G,1r1p_B,1r1s_C,1r1s_A,1r1p_D,1r1q_B,1r1p_C,1r1q_A,2d0n_C,2w10_A,2d0n_A,2w10_B,1oeb_A,1oeb_B,1uti_A,1h3h_A
O95168	5xth_o,5xtd_o,5xti_o,5xtc_o,5xti_Bo
Q9BZC1	2dgp_A,2dnk_A
Q9UL03	8rbz_f,8rbx_f,7cun_F,7bv7_C
P17081	2atx_B,2atx_A
P82673	7qi4_A1,7po1_1,7a5f_b6,6zsg_A1,8qrk_1,7pnx_1,7og4_A1,6nu3_A1,8any_A1,7pnz_1,7a5k_b6,8xt2_Sk,7pny_1,8csu_1,7po3_1,7qi6_A1,6vlz_A1,8ois_AB,7qi5_A1,6zsb_A1,8xt0_Sk,3j9m_A1,7p2e_1,8qrl_1,6zm6_A1,6rw5_1,6rw4_1,6zse_A1,6vmi_A1,6zs9_A1,8csq_1,7po0_1,6zm5_A1,8qrm_1,6nu2_A1,7l08_A1,8css_1,7a5g_b6,8oir_AB,6zsa_A1,8cst_1,7po2_1,8csp_1,8csr_1,8k2a_Sk,6zsd_A1,6zsc_A1,7a5i_b6,8qrn_1
Q9D7N3	7pnv_G,7pnt_G,7pnu_G,7pnw_G
P37804	1ujo_A
Q14449	4k81_C,4k81_G,4k81_E,4k81_A,2auh_B,2aug_A,2aug_B
Q9NXF7	8g46_B,8ov6_B
Q6PHR2	6fdy_U,6fdz_U,4wzx_A
Q9DAS2	8i7o_I2,8iyj_M1,8i7r_I3,8i7o_I3,8iyj_M2,8iyj_M4,8i7r_I2,8i7r_I1
Q9C0E4	1v62_A,1x5r_A
Q96IM9	8j07_c3,8j07_c4,8j07_c6,8j07_c5
Q12929	7tzk_B,7tzk_A,2e8m_A
P60763	2g0n_A,2ic5_A,2qme_A,2ic5_B,2g0n_B,2ov2_H,2ov2_C,2ov2_A,2c2h_A,2c2h_B,6tm1_A,2ov2_E,2ov2_G,2ov2_D,2ov2_B,2ov2_F
Q14240	3bor_A
Q14596	2g4s_A,2bkf_A,1wj6_A,4ole_A,4ole_D,4ole_B,4ole_C,2mj5_B,2cp8_A,2mgw_A
Q9UI36	1l8r_A,1l8r_B
Q9Y3C1	8fkv_SZ,8fky_SZ,8fkw_SZ,8fkx_SZ,8fkp_SZ,8fkr_SZ,8fku_SZ,8fkq_SZ,8fks_SZ,8fkt_SZ
P38405	8el8_A
Q00987	8bgu_F,4occ_A,4ue1_D,2m86_B,6q9l_A,3tu1_A,4ogv_C,3lnj_A,2lzg_A,7bmg_A,4zyi_A,5afg_A,4hfz_C,4zfi_D,4ud7_A,7bir_A,5hmk_B,7kjm_C,5hmi_A,3lnz_I,3lnz_E,3lnz_A,3iux_A,2ruh_A,5j7f_A,5lav_A,8f10_A,7na1_B,4ogn_A,5hmi_B,5j7g_D,5j7g_A,3vzv_B,8f0z_A,5hmh_B,7kjm_A,4zyc_A,5ln2_A,3jzs_A,7nus_C,3w69_A,4dij_A,5vk0_A,5vk0_C,4erf_E,3vbg_D,6i3s_A,3lnz_K,4oq3_D,5vk0_O,4zgk_A,4oba_A,7na2_A,6ggn_A,3jzr_A,4oas_A,4oq3_B,6aaw_A,3lnz_O,5lay_F,3tj2_A,5lay_C,6t2e_A,7nus_A,4hbm_H,5trf_C,2mps_A,4ud7_B,1t4e_B,2axi_A,7nus_B,7ad0_C,4hfz_A,5zxf_A,7na3_A,3tpx_C,4occ_E,5vk0_Q,5vk0_E,4jvr_C,8eia_B,4ere_B,6q96_A,5oc8_A,4hbm_B,3iux_C,7aye_A,5vk0_U,7bit_A,7ad0_B,8j81_A,4ue1_B,3lbk_A,3tpx_A,4hbm_F,5vk0_K,3eqs_A,6hfa_B,7qdq_A,6t2f_A,3lbl_C,6q9o_A,3vbg_B,4jvr_E,4jwr_A,4jwr_B,6hfa_A,6q9h_A,4ogv_A,3vzv_A,3w69_B,4zyc_C,3lbl_A,7ad0_A,3iwy_C,4dij_B,4ode_A,5j7f_C,5xxk_A,4ud7_D,8ei9_B,6im9_B,3v3b_B,5law_A,6kzu_A,4zfi_B,5c5a_A,3vbg_A,5wts_B,3vbg_C,5vk0_W,4oba_B,6h22_B,4hbm_C,6y4q_A,3lnz_C,4qo4_A,5swk_B,4zgk_B,5oai_A,4zyf_A,1z1m_A,4ere_A,4qoc_A,4oq3_C,5hmh_A,4zfi_C,1t4f_M,6q96_B,5lay_A,1t4e_A,6q9o_B,8eib_B,3jzk_A,2gv2_A,4ogv_B,5vk0_I,4jve_A,4jv9_A,7bj0_B,3v3b_A,4qoc_C,4ue1_A,6h22_A,3lnj_E,8aeu_A,4ud7_C,4hg7_A,5c5a_B,6q9l_B,4hbm_A,5trf_B,8eic_B,5vk0_G,5laz_A,3lnz_G,3tpx_E,4zyc_B,4zfi_A,4mdn_A,4hbm_D,4mdq_A,5j7f_D,4hbm_G,1rv1_C,3tj2_C,3iwy_A,7ad0_D,5swk_A,7ad0_F,4ogt_A,4erf_A,7ad0_E,4occ_C,5vk0_M,7na4_A,5hmk_A,4hbm_E,8f13_A,4oba_C,4ue1_C,3lnz_M,5lay_B,4oas_E,1rv1_B,5trf_A,4umn_A,8f12_A,5j7g_C,5umm_C,7bj0_A,5z02_A,3g03_A,4jvr_A,7bj6_A,4oq3_A,4umn_B,6t2d_A,4odf_A,4erf_C,4qoc_G,7na2_B,3g03_C,3lnj_C,4jwr_C,4qoc_I,5j7f_B,5vk0_S,1ycr_A,5lay_E,4jv7_A,6i29_A,4wt2_A,5trf_E,5j7g_B,4qoc_K,4oas_C,5lay_D,4qoc_E,7na1_A,5umm_A,5trf_D,7biv_A,6y4q_B,1rv1_A,5xxk_B,3lbl_E,2c6b_A,4xxb_B,2c6a_A,7ai0_DDD,2vjf_A,6sqo_D,7ai1_DDD,5mnj_G,6sqo_A,2hdp_A,2vje_A,7ai1_AAA,2vje_C,2vjf_C,5mnj_C,7ai0_AAA,2hdp_B
Q13018	7qsr_A,6jli_A
Q9BYD3	7a5j_F,7of5_F,7oi7_F,8k2a_LD,6zse_XF,7l08_F,7odt_F,7o9m_F,7of7_F,3j7y_F,7of0_F,7a5i_F3,7oia_F,6zm6_F,7oic_F,8qu5_F,6zsb_XF,7a5h_F,7of4_F,8xt3_LD,5oom_F,8any_F,7a5k_F3,6i9r_F,7of6_F,6zsg_XF,7of3_F,8qsj_F,7oid_F,8qu1_F,5ool_F,8xt1_LD,8xt2_LD,8oit_BN,7oi8_F,6zsc_XF,7qi6_F,6vmi_F,8xt0_LD,6zm5_F,3j9m_F,7qh7_F,7a5g_F3,6nu3_F,7ods_F,7qi4_F,6vlz_F,7pd3_F,3iy9_D,7qi5_F,7oi9_F,7l20_F,8pk0_F,7po4_F,8k2b_LD,7a5f_F3,6zs9_XF,7oi6_F,7oib_F,7oie_F,7o9k_F,7qh6_F,7of2_F,6zsa_XF,7odr_F,7og4_XF,8oir_BN,6zsd_XF,6nu2_F
P63239	1kn6_A,2kdt_A,2ke3_A
P50443	8tnw_B,7xlm_B,8tnx_B,8tny_A
O15123	1z3u_B,1z3u_D,1z3s_A,1z3u_A,2gy7_A,4jzc_A,4zfg_A,1z3s_B,1z3u_C
Q96RD6	8gyq_D,7xlb_E,8gyq_G,8gyq_A,7xlb_G,8gyq_B,8gyq_F,7xlb_A,8gyq_E,7xlb_F,7xlb_C,8gyq_C,7xlb_D,7xlb_B
Q9H3R0	4xdp_B,5kr7_A,5fjh_B,4xdo_B,5kr7_B,5fjh_A,2xml_B,4xdp_A,2xml_A,5fjk_A,4xdo_A,2xdp_A
Q00959	6mmj_B,6mmk_D,6mmh_D,6mmp_D,5tq2_B,6mmt_B,6mmk_B,6mm9_D,6mmv_D,6mma_D,6mmu_B,6mmj_D,5tpw_B,6mmh_B,6mmr_B,6mmn_B,6mmi_D,6mmm_D,6mmm_B,6mmw_B,6mmg_D,5tq0_B,6mml_B,6uzg_B,6uzr_B,2a5s_A,4nf8_B,5i56_B,6uzx_B,5i57_B,5u8c_B,6uzw_B,5dex_B,4jwx_A,2a5t_B,4nf5_B,4nf4_B,5i58_B,6ovd_B,5jty_B,5i59_B,4nf6_B,6odl_A,5vih_B,6ove_B,6usu_B,6uz6_B,6odl_B,6usv_B,5vii_B,5vij_B
P28068	4i0p_B,2bc4_B,1hdm_B,4i0p_F,4gbx_D,2bc4_D,4fqx_D
Q96SD1	6wo0_A,7apv_A,7afs_A,7agi_A,7tyr_C,7abs_A,7sgl_D,6wnl_B,6wnl_A,7af1_A,6tt5_AAA,7afu_A
Q8BRT1	3woz_D,3woz_C,3woz_A,3woz_B
Q8IXJ6	5d7q_A,4l3o_D,6nr0_A,8xe7_A,5yqm_A,5mar_B,8tgp_A,4x3o_A,5mat_A,7t1d_A,3zgo_B,7bos_A,6l72_A,5d7q_B,4rmj_A,4r8m_A,4y6q_B,5mat_C,5y0z_B,6nr0_B,4x3p_A,5y0z_A,5d7p_B,3zgo_C,6l65_A,4l3o_B,6l66_A,5d7p_A,5mar_A,4rmg_A,3zgv_A,6qcn_A,1j8f_A,6qcn_B,7t1d_B,5dy5_A,3zgv_B,4l3o_C,5yql_A,4y6l_A,7bot_A,4y6q_D,4rmh_A,4rmi_A,5yqo_A,8py3_A,5dy4_A,4rmj_B,1j8f_C,5fyq_A,4y6o_A,5d7o_A,5yqn_A,4y6l_B,3zgo_A,4y6o_B,4r8m_B,8owz_A,5d7o_B,4y6q_A,4y6q_C,4l3o_A,5g4c_B,1j8f_B,5g4c_A,6l71_A
P18507	8dd3_E,6d6u_E,8si9_E,6huk_C,6x3w_E,6x40_E,6x3z_E,6x3x_E,6i53_C,8bhg_B,8dd2_E,6x3t_E,6x3v_E,6d6t_E,6huj_C,8sid_E,6x3s_E,7qnb_C,8sgo_E,7t0z_E,6x3u_E,7t0w_E
Q08209	5c1v_B,6nuc_A,5c1v_A,2jog_A,5sve_A,4f0z_A,3ll8_A,6nuf_A,9b9g_K,6uuq_A,1m63_A,1mf8_A,1m63_E,6nuu_A,3ll8_C,9b9g_I,2p6b_C,2p6b_A,4q5u_C,2jzi_B
Q92772	4bbm_A,4aaa_A,4bbm_B
P41240	1csk_B,1csk_C,1csk_D,1csk_A,3eaz_A,3eac_A,1byg_A,3d7u_C,3d7t_A,3d7u_A
Q9NVA2	6upq_B
Q9H6L4	7dvq_K
Q9NVP1	8fkr_SW,8fkp_SW,8fku_SW,8fkq_SW,8fky_SW,3ly5_B,8fks_SW,8fkt_SW,8fkx_SW,8fkv_SW,3ly5_A,8fkw_SW
O95071	8d4x_A,8p82_B,8c06_B,8bja_B,8c06_F,8e0q_A,8c06_E,8p83_C,8c07_J,8p83_A,8c06_G,8ewi_B,8ewi_D,2qho_B,2qho_D,2qho_H,2qho_F,1i2t_A,3pt3_A,3pt3_B
Q8NAP3	6e93_A,6e94_A
P78352	6spz_A,1kef_A,3zrt_C,3zrt_B,6spv_A,3zrt_A,3k82_A,6qji_D,8ah4_D,6qjf_C,6qjg_B,3i4w_B,6qjg_A,6qjj_A,6qjd_C,6qjd_B,6qji_A,8ah5_A,3i4w_C,6qjn_B,8ah6_B,6qjf_B,8ah7_A,3i4w_A,6qjn_A,6qji_E,6qjl_B,8ah4_E,8ah4_A,6qjd_D,8ah4_F,6qjg_D,6qjd_A,8ah4_C,6qjg_C,6qjf_A,6qjk_A,3i4w_D,8ah4_B,6qjl_A,8ah8_A,6qji_B,6qjf_D,6qji_C,6qji_F,8ah6_A
G3V801	2k51_A,2k4r_A
P26927	4qt8_D,4qt8_C,2asu_B
P02802	1dft_A,1dfs_A
Q8TEW0	2kom_A
P61957	5tvp_Q,5tvq_B
P21670	6tu3_C,6epe_C,6epc_C,6tu3_Q,6epf_C,6epd_C
Q61179	5oen_A,5oem_A
P11610	6bmh_A,6bmh_C,6bmk_C,6bmk_A,6bmh_E,6bmh_G
O09111	7ak6_g,8ca5_g,8rgp_g,8ca3_g,8pw7_g1,7psa_g,6ztq_g,8pw6_g1,8rgr_g,8c2s_g,7ak5_g,8om1_g,8pw5_g1,8rgq_g,8olt_g,8rgt_g,6g72_g,7b93_g,6g2j_g,6zr2_g
P38919	5xjc_u,2hxy_A,7znj_a,7znj_k,6icz_u,9fmd_7,7w5a_u,7w59_u,5mqf_p,6yvh_H,2hyi_I,7a5p_y,2hyi_C,2hxy_B,6yvh_K,2j0q_B,7znj_A,6yvh_J,2j0s_A,2hxy_D,2xb2_A,8i0w_u,2hxy_C,7znj_F,2j0u_A,7w5b_u,2j0u_B,6yvh_L,2j0q_A,6qdv_7,2xb2_X,5yzg_u,7znj_K,4c9b_A,3ex7_H,3ex7_C,8c6j_7,7znj_f
Q86X55	6d2l_C,2y1x_A,6s7b_B,6s70_B,5dxa_B,7fai_C,6d2l_F,6arj_A,6d2l_D,6s71_A,6izq_C,6s7c_B,7faj_C,6s7b_C,7u9i_A,6izq_D,6s7c_A,5u4x_A,6s77_D,6s70_A,5dwq_C,6dvr_A,5dx8_C,4ikp_C,5dxj_B,6s71_C,2y1x_C,6arj_B,5dxa_C,8g2h_A,7faj_B,7fai_D,5dwq_D,6s77_B,5u4x_D,5dxj_A,6s7b_D,6d2l_E,6s77_A,6s7b_A,6s74_C,6izq_B,6dvr_B,4ikp_A,6s70_D,8g2i_A,5dxa_D,2y1w_C,8sig_A,6d2l_A,6s79_B,4ikp_D,6izq_A,6s71_B,7fai_A,6arj_D,6arv_A,5dx0_C,5dxa_A,6s7a_A,6arv_C,6s71_D,5dx1_B,6s74_D,5u4x_C,5dx8_B,2y1x_B,6s7c_D,6s77_C,5dx8_D,6s79_C,5dx1_C,5dx0_A,6arj_C,2y1w_D,2y1w_B,7u9i_B,5dx8_A,6s7a_B,6s70_C,6s74_A,5dxj_D,5dx1_D,6s74_B,6arv_B,6arv_D,2y1w_A,6s7c_C,6s7a_C,7faj_D,5dwq_A,5dx1_A,6s79_A,5dx0_D,6s7a_D,2y1x_D,4ikp_B,6d2l_B,5u4x_B,5dwq_B,7faj_A,8sih_A,6s79_D,7fai_B,5dx0_B,5dxj_C
Q8TBX8	2gk9_B,7qie_D,8bq4_B,7qpn_A,7qpn_B,2gk9_D
Q9NY12	7trc_H,8oue_H,7v9a_D,7v9a_H,8oue_D,8ouf_D,7bgb_D,7trc_D,8ouf_H,7bgb_H
P22413	6wev_AbA,6weu_BbB,6weu_AbA,6wew_AbA,6wfj_AcA,6wew_BaB,6wev_BbB,6wet_BaB,6wfj_BcB,6wet_AaA,2ys0_A
